Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Chen, Y.J., Liang, Z.T., Zhu, Y., Xie, G.Y., Tian, M., Zhao, Z.Z., Qin, M.J.","Tissue-specific metabolites profiling and quantitative analyses of flavonoids in the rhizome of Belamcanda chinensis by combining laser-microdissection with UHPLC-Q/TOF-MS and UHPLC-QqQ-MS",2014,"Talanta",130,,,585,597,,11,10.1016/j.talanta.2014.07.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907322519&partnerID=40&md5=768844958dc417203afd7af192ce93dd",Article,Scopus,2-s2.0-84907322519
"Xie, X., Chen, S.-Q., Lv, Y.-F., Wang, X.-Y., Jia, W.","Urine metabonomic study on long-term use of total ginsenosides in rats",2014,"Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica",39,23,,4675,4679,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930802725&partnerID=40&md5=976cb3fc0d2e27525fbea97f738f0159",Article,Scopus,2-s2.0-84930802725
"Luo, Y., Cobb, R.E., Zhao, H.","Recent advances in natural product discovery",2014,"Current Opinion in Biotechnology",30,,,230,237,,30,10.1016/j.copbio.2014.09.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908338451&partnerID=40&md5=43863b30f2985ca5fdaa1671bdf99e7c",Article,Scopus,2-s2.0-84908338451
"Bola, B.M., Chadwick, A.L., Michopoulos, F., Blount, K.G., Telfer, B.A., Williams, K.J., Smith, P.D., Critchlow, S.E., Stratford, I.J.","Inhibition of monocarboxylate transporter-1 (MCT1) by AZD3965 enhances radiosensitivity by reducing lactate transport",2014,"Molecular Cancer Therapeutics",13,12,,2805,2816,,19,10.1158/1535-7163.MCT-13-1091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84918565034&partnerID=40&md5=9338bea59cd446c6991cd263f541613d",Article,Scopus,2-s2.0-84918565034
"McDougle, D.R., Kambalyal, A., Meling, D.D., Das, A.","Endocannabinoids anandamide and 2-arachidonoylglycerol are substrates for human CYP2J2 epoxygenase",2014,"Journal of Pharmacology and Experimental Therapeutics",351,3,,616,627,,18,10.1124/jpet.114.216598,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908425369&partnerID=40&md5=befeb059fdff53d65f5b57fb69c2ed38",Article,Scopus,2-s2.0-84908425369
"Ly-Verdú, S., Gröger, T.M., Arteaga-Salas, J.M., Brandmaier, S., Kahle, M., Neschen, S., Harbě De Angelis, M., Zimmermann, R.","Combining metabolomic non-targeted GC×GC–ToF–MS analysis and chemometric ASCA-based study of variances to assess dietary influence on type 2 diabetes development in a mouse model",2014,"Analytical and Bioanalytical Chemistry",,,,,,,,10.1007/s00216-014-8227-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912535749&partnerID=40&md5=a3cf2e6936bc7c3a53b150ad5e84abae",Article in Press,Scopus,2-s2.0-84912535749
"Hou, L.-J., Xu, Q.-Y., Duan, S.-P., Wang, H.-W., Li, W.-W., Song, X.-W., Shen, B.-S.","Diagnosis of major depression in hepatitis B patients by urine metabolomics",2014,"Journal of Shanghai Jiaotong University (Medical Science)",34,11,,1647,1651 and 1656,,,10.3969/j.issn.1674-8115.2014.11.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921456930&partnerID=40&md5=fde598b22d9a366e90b3f0a87c061567",Article,Scopus,2-s2.0-84921456930
"Saker, R., Bouras, N., Meklat, A., Zitouni, A., Schumann, P., Spröer, C., Klenk, H.-P., Sabaou, N.","Actinopolyspora biskrensis sp. Nov., a novel halophilic actinomycete isolated from northern sahara",2014,"Current Microbiology",70,3,,423,428,,3,10.1007/s00284-014-0740-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925506441&partnerID=40&md5=5913544ed50742c9599506b557c17943",Article,Scopus,2-s2.0-84925506441
"Tsalik, E.L., Langley, R.J., Dinwiddie, D.L., Miller, N.A., Yoo, B., van Velkinburgh, J.C., Smith, L.D., Thiffault, I., Jaehne, A.K., Valente, A.M., Henao, R., Yuan, X., Glickman, S.W., Rice, B.J., McClain, M.T., Carin, L., Corey, G.R., Ginsburg, G.S., Cairns, C.B., Otero, R.M., Fowler, V.G., Rivers, E.P., Woods, C.W., Kingsmore, S.F.","An integrated transcriptome and expressed variant analysis of sepsis survival and death",2014,"Genome Medicine",6,11, 111,,,,10,10.1186/s13073-014-0111-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928005646&partnerID=40&md5=aa6bf5d3b6478ef54bab6fa3d67d82f2",Article,Scopus,2-s2.0-84928005646
"Kessler, N., Walter, F., Persicke, M., Albaum, S.P., Kalinowski, J., Goesmann, A., Niehaus, K., Nattkemper, T.W.","Allocator: An interactive web platform for the analysis of metabolomic LC-ESI-MS datasets, enabling semi-automated, user-revised compound annotation and mass isotopomer ratio analysis",2014,"PLoS ONE",9,11, e113909,,,,8,10.1371/journal.pone.0113909,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84913580305&partnerID=40&md5=ba5853cf9c1c9df5f4cdfb00c25b4d2b",Article,Scopus,2-s2.0-84913580305
"Muller, E.E.L., Pinel, N., Laczny, C.C., Hoopmann, M.R., Narayanasamy, S., Lebrun, L.A., Roume, H., Lin, J., May, P., Hicks, N.D., Heintz-Buschart, A., Wampach, L., Liu, C.M., Price, L.B., Gillece, J.D., Guignard, C., Schupp, J.M., Vlassis, N., Baliga, N.S., Moritz, R.L., Keim, P.S., Wilmes, P.","Community-integrated omics links dominance of a microbial generalist to fine-tuned resource usage",2014,"Nature Communications",5,, 5603,,,,22,10.1038/ncomms6603,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923224630&partnerID=40&md5=2c627fb576458c55bbee8df5a7ee928d",Article,Scopus,2-s2.0-84923224630
"Pereira, T., Ivanova, G., Caseiro, A.R., Barbosa, P., Bártolo, P.J., Santos, J.D., Luís, A.L., Maurício, A.C.","MSCs conditioned media and umbilical cord blood plasma metabolomics and composition",2014,"PLoS ONE",9,11, e113769,,,,14,10.1371/journal.pone.0113769,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84913582580&partnerID=40&md5=8cb3e7dc8b2f7ba17639fd78a0c4ee57",Article,Scopus,2-s2.0-84913582580
"Kwon, Y.-K., Ha, I.J., Bae, H.-W., Jang, W.G., Yun, H.J., Kim, S.R., Lee, E.K., Kang, C.-M., Hwang, G.-S.","Dose-dependent metabolic alterations in human cells exposed to gamma irradiation",2014,"PLoS ONE",9,11, e113573,,,,4,10.1371/journal.pone.0113573,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912553385&partnerID=40&md5=167d02350942c22dcbfb871af5fc2d4c",Article,Scopus,2-s2.0-84912553385
"Heskes, T., Eisinga, R., Breitling, R.","A fast algorithm for determining bounds and accurate approximate -values of the rank product statistic for replicate experiments",2014,"BMC Bioinformatics",15,1, 367,,,,12,10.1186/s12859-014-0367-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924025120&partnerID=40&md5=cebcbe474deac383356e2ebbc2cde669",Article,Scopus,2-s2.0-84924025120
"Yizhak, K., Gaude, E., Le Dévédec, S., Waldman, Y.Y., Stein, G.Y., van de Water, B., Frezza, C., Ruppin, E.","Phenotype-based cell-specific metabolic modeling reveals metabolic liabilities of cancer",2014,"eLife",3,November, e03641,1,23,,32,10.7554/eLife.03641,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930377006&partnerID=40&md5=dd50b6e4625042a561404e6117bc589d",Article,Scopus,2-s2.0-84930377006
"Fujiwara, Y., Kobayashi, T., Chayahara, N., Imamura, Y., Toyoda, M., Kiyota, N., Mukohara, T., Nishiumi, S., Azuma, T., Yoshida, M., Minami, H.","Metabolomics evaluation of serum markers for cachexia and their intra-day variation in patients with advanced pancreatic cancer",2014,"PLoS ONE",9,11, e113259,,,,7,10.1371/journal.pone.0113259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84913596273&partnerID=40&md5=ae3da375b286139b7b4db4cd32efd305",Article,Scopus,2-s2.0-84913596273
"Ivanisevic, J., Epstein, A.A., Kurczy, M.E., Benton, P.H., Uritboonthai, W., Fox, H.S., Boska, M.D., Gendelman, H.E., Siuzdak, G.","Brain region mapping using global metabolomics",2014,"Chemistry and Biology",21,11,,1575,1584,,15,10.1016/j.chembiol.2014.09.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911917414&partnerID=40&md5=9e33a1f6cfe3a5bb3da728aca542b925",Article,Scopus,2-s2.0-84911917414
"Chouchani, E.T., Pell, V.R., Gaude, E., Aksentijević, D., Sundier, S.Y., Robb, E.L., Logan, A., Nadtochiy, S.M., Ord, E.N.J., Smith, A.C., Eyassu, F., Shirley, R., Hu, C.-H., Dare, A.J., James, A.M., Rogatti, S., Hartley, R.C., Eaton, S., Costa, A.S.H., Brookes, P.S., Davidson, S.M., Duchen, M.R., Saeb-Parsy, K., Shattock, M.J., Robinson, A.J., Work, L.M., Frezza, C., Krieg, T., Murphy, M.P.","Ischaemic accumulation of succinate controls reperfusion injury through mitochondrial ROS",2014,"Nature",515,7527,,431,435,,268,10.1038/nature13909,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911466192&partnerID=40&md5=b35d2d1332f4b8ed266b576b6926ffef",Article,Scopus,2-s2.0-84911466192
"Turner, J., Quek, L.-E., Titmarsh, D., Krömer, J.O., Kao, L.-P., Nielsen, L., Wolvetang, E., Cooper-White, J.","Metabolic profiling and flux analysis of MEL-2 human embryonic stem cells during exponential growth at physiological and atmospheric oxygen concentrations",2014,"PLoS ONE",9,11, e112757,,,,14,10.1371/journal.pone.0112757,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84913537162&partnerID=40&md5=bb4b9372f1a6f830268b295b936be97d",Article,Scopus,2-s2.0-84913537162
"Cotton, J., Leroux, F., Broudin, S., Marie, M., Corman, B., Tabet, J.-C., Ducruix, C., Junot, C.","High-resolution mass spectrometry associated with data mining tools for the detection of pollutants and chemical characterization of honey samples",2014,"Journal of Agricultural and Food Chemistry",62,46,,11335,11345,,17,10.1021/jf504400c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84913580323&partnerID=40&md5=323b211874eed35ee445e1867e326c81",Article,Scopus,2-s2.0-84913580323
"Nieman, D.C., Scherr, J., Luo, B., Meaney, M.P., Dréau, D., Sha, W., Dew, D.A., Henson, D.A., Pappan, K.L.","Influence of pistachios on performance and exercise-induced inflammation, oxidative stress, immune dysfunction, and metabolite shifts in cyclists: A randomized, crossover trial",2014,"PLoS ONE",9,11, e113725,,,,12,10.1371/journal.pone.0113725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84915780401&partnerID=40&md5=38dc3b5c0b27e7b7c467690aa930d2c6",Article,Scopus,2-s2.0-84915780401
"Clark, B.R., Bliss, B.J., Suzuki, J.Y., Borris, R.P.","Chemotaxonomy of hawaiian anthurium cultivars based on multivariate analysis of phenolic metabolites",2014,"Journal of Agricultural and Food Chemistry",62,46,,11323,11334,,5,10.1021/jf502187c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84914105049&partnerID=40&md5=3d41e052d743db20fda90f3389336de0",Article,Scopus,2-s2.0-84914105049
"Abdulnour, R.-E.E., Dalli, J., Colby, J.K., Krishnamoorthy, N., Timmons, J.Y., Tan, S.H., Colas, R.A., Petasis, N.A., Serhan, C.N., Levy, B.D.","Maresin 1 biosynthesis during platelet-neutrophil interactions is organ-protective",2014,"Proceedings of the National Academy of Sciences of the United States of America",111,46,,16526,16531,,33,10.1073/pnas.1407123111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84915748472&partnerID=40&md5=4235998effe4e16da90d73e3bab1ddbf",Article,Scopus,2-s2.0-84915748472
"Kravchenko-Balasha, N., Simon, S., Levine, R.D., Remacle, F., Exman, I.","Computational surprisal analysis speeds-up genomic characterization of cancer processes",2014,"PLoS ONE",9,11, e108549,,,,2,10.1371/journal.pone.0108549,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84914696684&partnerID=40&md5=e873a50fb74ce0f30771e7ef4cb5575c",Article,Scopus,2-s2.0-84914696684
"Malinova, I., Kunz, H.-H., Alseekh, S., Herbst, K., Fernie, A.R., Gierth, M., Fettke, J.","Reduction of the cytosolic phosphoglucomutase in Arabidopsis reveals impact on plant growth, seed and root development, and carbohydrate partitioning",2014,"PLoS ONE",9,11, e112468,,,,7,10.1371/journal.pone.0112468,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912131770&partnerID=40&md5=0697349acd4838b9046235446808e193",Article,Scopus,2-s2.0-84912131770
"Li, D., Ono, N., Sato, T., Sugiura, T., Altaf-Ul-Amin, M., Ohta, D., Suzuki, H., Arita, M., Tanaka, K., Ma, Z., Kanaya, S.","Targeted integration of RNA-seq and metabolite data to elucidate curcuminoid biosynthesis in four curcuma species",2014,"Plant and Cell Physiology",56,5,,843,851,,3,10.1093/pcp/pcv008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929715009&partnerID=40&md5=73b09b3c90487fb26d1fa9a5016593e6",Article,Scopus,2-s2.0-84929715009
"González-Domínguez, R., Castilla-Quintero, R., García-Barrera, T., Gómez-Ariza, J.L.","Development of a metabolomic approach based on urine samples and direct infusion mass spectrometry",2014,"Analytical Biochemistry",465,,,20,27,,15,10.1016/j.ab.2014.07.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907294794&partnerID=40&md5=52f7d736129861d226c5234598961a40",Article,Scopus,2-s2.0-84907294794
"Millard, P., Massou, S., Wittmann, C., Portais, J.-C., Létisse, F.","Sampling of intracellular metabolites for stationary and non-stationary <sup>13</sup>C metabolic flux analysis in Escherichia coli",2014,"Analytical Biochemistry",465,,,38,49,,19,10.1016/j.ab.2014.07.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907292694&partnerID=40&md5=69f3ca5bb3acc0d6d9f810c20b3599f4",Article,Scopus,2-s2.0-84907292694
"Chen, G.-Y., Liao, H.-W., Tseng, Y.J., Tsai, I.-L., Kuo, C.-H.","A matrix-induced ion suppression method to normalize concentration in urinary metabolomics studies using flow injection analysis electrospray ionization mass spectrometry",2014,"Analytica Chimica Acta",864,,,21,29,,7,10.1016/j.aca.2015.01.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84943160663&partnerID=40&md5=71498f7297ddbffd623ad8e72fb14244",Article,Scopus,2-s2.0-84943160663
"Jin, Z., Berthiaume, J.M., Li, Q., Henry, F., Huang, Z., Sadhukhan, S., Gao, P., Tochtrop, G.P., Puchowicz, M.A., Zhang, G.-F.","Catabolism of (2E)-4-hydroxy-2-nonenal viaω- and ω-1-oxidation stimulated by ketogenic diet",2014,"Journal of Biological Chemistry",289,46,,32327,32338,,6,10.1074/jbc.M114.602458,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911059062&partnerID=40&md5=fcf4d1c34919a58ab3d071d7e00fa932",Article,Scopus,2-s2.0-84911059062
"Kamei, Y., Tamada, Y., Nakayama, Y., Fukusaki, E., Mukai, Y.","Changes in transcription and metabolism during the early stage of replicative cellular senescence in budding yeast",2014,"Journal of Biological Chemistry",289,46,,32081,32093,,5,10.1074/jbc.M114.600528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911420934&partnerID=40&md5=25482b9fbe18ce16c81ce4e3290435f6",Article,Scopus,2-s2.0-84911420934
"Bessho, M., Murase-Mishiba, Y., Imagawa, A., Terasaki, J., Hanafusa, T.","Possible contribution of taurine to distorted glucagon secretion in intra-islet insulin deficiency: A metabolome analysis using a novel α-cell model of insulin-deficient diabetes",2014,"PLoS ONE",9,11, e113254,,,,2,10.1371/journal.pone.0113254,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911469616&partnerID=40&md5=5db2b3285ce0e41ffa36baf55b616de6",Article,Scopus,2-s2.0-84911469616
"Yu, T., Bai, Y.","Network-based modular latent structure analysis",2014,"BMC Bioinformatics",15,13, S6,,,,1,10.1186/1471-2105-15-S13-S6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961584108&partnerID=40&md5=c609396a97a217dadbd0b744cbcd2a1d",Article,Scopus,2-s2.0-84961584108
"Yoshida, S., Date, Y., Akama, M., Kikuchi, J.","Comparative metabolomic and ionomic approach for abundant fishes in estuarine environments of Japan",2014,"Scientific Reports",4,, 7005,,,,16,10.1038/srep07005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930638326&partnerID=40&md5=dcf2ff5c64279c92671e99eade8968f3",Article,Scopus,2-s2.0-84930638326
"Zhang, Q., Shi, Y., Ma, L., Yi, X., Ruan, J.","Metabolomic analysis using ultra-performance liquid chromatography-quadrupole-time of flight mass spectrometry (UPLC-Q-TOF MS) uncovers the effects of light intensity and temperature under shading treatments on the metabolites in tea",2014,"PLoS ONE",9,11, e112572,,,,13,10.1371/journal.pone.0112572,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911903552&partnerID=40&md5=11f16b1d89988a0d08c6779b357a7e32",Article,Scopus,2-s2.0-84911903552
"Greiner, T.U., Hyötyläinen, T., Knip, M., Bäckhed, F., Orešič, M.","The gut microbiota modulates glycaemic control and serum metabolite profiles in non-obese diabetic mice",2014,"PLoS ONE",9,11, e110359,,,,15,10.1371/journal.pone.0110359,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911928672&partnerID=40&md5=e46620d17289ae87c48462eda80195d5",Article,Scopus,2-s2.0-84911928672
"Khosravi, Y., Dieye, Y., Loke, M.F., Goh, K.L., Vadivelu, J.","Streptococcus mitis induces conversion of helicobacter pylori to coccoid cells during co-culture in vitro",2014,"PLoS ONE",9,11, e112214,,,,9,10.1371/journal.pone.0112214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911453226&partnerID=40&md5=8a37fbfa21cb89c35ac45cb359fa25ba",Article,Scopus,2-s2.0-84911453226
"Hyuk, N.K., Yeon, J.L., Ju-Hee, K., Ji-ho, C., Yong, J.A., Sunmi, K., Dae, H.L., Young, J.S., Yoonseok, H., Sunghyouk, P.","Prediction of glycated hemoglobin levels at 3 months after metabolic surgery based on the 7-day plasma metabolic profile",2014,"PLoS ONE",9,11, e109609,,,,1,10.1371/journal.pone.0109609,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911457698&partnerID=40&md5=74633f5d055807281bf7628cc65b63d9",Article,Scopus,2-s2.0-84911457698
"Parvege, M.M., Rahman, M., Hossain, M.S.","Genome-wide analysis of mycoplasma hominis for the identification of putative therapeutic targets",2014,"Drug Target Insights",8,,,51,62,,2,10.4137/DTI.S19728,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937555144&partnerID=40&md5=fd6c4d45a6502902d038226fefb2afe8",Article,Scopus,2-s2.0-84937555144
"West, P.R., Amaral, D.G., Bais, P., Smith, A.M., Egnash, L.A., Ross, M.E., Palmer, J.A., Fontaine, B.R., Conard, K.R., Corbett, B.A., Cezar, G.G., Donley, E.L.R., Burrier, R.E.","Metabolomics as a tool for discovery of biomarkers of autism spectrum disorder in the blood plasma of children",2014,"PLoS ONE",9,11, e112445,,,,19,10.1371/journal.pone.0112445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911466852&partnerID=40&md5=638627d16d7ec80ae8f134a7cb6614bb",Article,Scopus,2-s2.0-84911466852
"Brown, J.A., Sherrod, S.D., Goodwin, C.R., Brewer, B., Yang, L., Garbett, K.A., Li, D., McLean, J.A., Wikswo, J.P., Mirnics, K.","Metabolic consequences of interleukin-6 challenge in developing neurons and astroglia",2014,"Journal of Neuroinflammation",11,1, 183,,,,10,10.1186/s12974-014-0183-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920769320&partnerID=40&md5=cc4e33019f53e483c832119b4fa08b9e",Article,Scopus,2-s2.0-84920769320
"Lu, Z., Wang, J., Li, M., Liu, Q., Wei, D., Yang, M., Kong, L.","<sup>1</sup>H NMR-based metabolomics study on a goldfish model of Parkinson's disease induced by 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)",2014,"Chemico-Biological Interactions",223,,,18,26,,6,10.1016/j.cbi.2014.09.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907942128&partnerID=40&md5=bec7a43d06c7422253a1ba2018dc1e64",Article,Scopus,2-s2.0-84907942128
"De Buck, J., Shaykhutdinov, R., Barkema, H.W., Vogel, H.J.","Metabolomic profiling in cattle experimentally infected with mycobacterium avium subsp. paratuberculosis",2014,"PLoS ONE",9,11, e111872,,,,11,10.1371/journal.pone.0111872,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910000547&partnerID=40&md5=0d23bff4ead5995affa7d414e3bd8763",Article,Scopus,2-s2.0-84910000547
