," This is a citation overview for a set of 9206 documents.",,,,,,,,,,,,,,,,,
2014,"Network-based modular latent structure analysis","Yu T., Bai Y.",14712105,"BMC Bioinformatics",15, 13,0,0,0,0,0,0,0,0,0,0,1,1
2014,"Comparative metabolomic and ionomic approach for abundant fishes in estuarine environments of Japan","Yoshida S., Date Y., Akama M., Kikuchi J.",20452322,"Scientific Reports",4, ,0,0,0,0,0,0,0,0,0,0,16,16
2014,"Metabolomic analysis using ultra-performance liquid chromatography-quadrupole-time of flight mass spectrometry (UPLC-Q-TOF MS) uncovers the effects of light intensity and temperature under shading treatments on the metabolites in tea","Zhang Q., Shi Y., Ma L., Yi X., Ruan J.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,13,13
2014,"The gut microbiota modulates glycaemic control and serum metabolite profiles in non-obese diabetic mice","Greiner T.U., Hyotylainen T., Knip M., Backhed F., Oresic M.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,15,15
2014,"Streptococcus mitis induces conversion of helicobacter pylori to coccoid cells during co-culture in vitro","Khosravi Y., Dieye Y., Loke M.F., Goh K.L., Vadivelu J.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,9,9
2014,"Prediction of glycated hemoglobin levels at 3 months after metabolic surgery based on the 7-day plasma metabolic profile","Hyuk N.K., Yeon J.L., Ju-Hee K., Ji-ho C., Yong J.A., Sunmi K., Dae H.L., Young J.S., Yoonseok H., Sunghyouk P.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,1,1
2014,"Genome-wide analysis of mycoplasma hominis for the identification of putative therapeutic targets","Parvege M.M., Rahman M., Hossain M.S.",11773928,"Drug Target Insights",8, ,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Metabolomics as a tool for discovery of biomarkers of autism spectrum disorder in the blood plasma of children","West P.R., Amaral D.G., Bais P., Smith A.M., Egnash L.A., Ross M.E., Palmer J.A., Fontaine B.R., Conard K.R., Corbett B.A., Cezar G.G., Donley E.L.R., Burrier R.E.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,19,19
2014,"Metabolic consequences of interleukin-6 challenge in developing neurons and astroglia","Brown J.A., Sherrod S.D., Goodwin C.R., Brewer B., Yang L., Garbett K.A., Li D., McLean J.A., Wikswo J.P., Mirnics K.",17422094,"Journal of Neuroinflammation",11, 1,0,0,0,0,0,0,0,0,0,0,10,10
2014,"<sup>1</sup>H NMR-based metabolomics study on a goldfish model of Parkinson's disease induced by 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)","Lu Z., Wang J., Li M., Liu Q., Wei D., Yang M., Kong L.",00092797,"Chemico-Biological Interactions",223, ,0,0,0,0,0,0,0,0,0,0,6,6
2014,"Metabolomic profiling in cattle experimentally infected with mycobacterium avium subsp. paratuberculosis","De Buck J., Shaykhutdinov R., Barkema H.W., Vogel H.J.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,11,11
2014,"The same microbiota and a potentially discriminant metabolome in the saliva of omnivore, ovo-lacto-vegetarian and vegan individuals","De Filippis F., Vannini L., La Storia A., Laghi L., Piombino P., Stellato G., Serrazanetti D.I., Gozzi G., Turroni S., Ferrocino I., Lazzi C., Di Cagno R., Gobbetti M., Ercolini D.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,26,26
2014,"Detection of hepatotoxicity potential with metabolite profiling (metabolomics) of rat plasma","Mattes W., Davis K., Fabian E., Greenhaw J., Herold M., Looser R., Mellert W., Groeters S., Marxfeld H., Moeller N., Montoya-Parra G., Prokoudine A., Van Ravenzwaay B., Strauss V., Walk T., Kamp H.",03784274,"Toxicology Letters",230, 3,0,0,0,0,0,0,0,0,1,1,17,18
2014,"Computational analysis of reciprocal association of metabolism and epigenetics in the budding yeast: A genome-scale metabolic model (GSMM) approach","Salehzadeh-Yazdi A., Asgari Y., Saboury A.A., Masoudi-Nejad A.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,1,1
2014,"Measuring the chemical and cytotoxic variability of commercially available kava (Piper methysticum G. Forster)","Martin A.C., Johnston E., Xing C., Hegeman A.D.",19326203,"PLoS ONE",9, 11,0,0,0,0,0,0,0,0,0,0,10,10
2014,"Disturbed biopterin and folate metabolism in the Qdpr-deficient mouse","Xu F., Sudo Y., Sanechika S., Yamashita J., Shimaguchi S., Honda S.-I., Sumi-Ichinose C., Mori-Kojima M., Nakata R., Furuta T., Sakurai M., Sugimoto M., Soga T., Kondo K., Ichinose H.",00145793,"FEBS Letters",588, 21,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Aroadmap for natural product discovery based on large-scale genomics and metabolomics","Doroghazi J.R., Albright J.C., Goering A.W., Ju K.-S., Haines R.R., Tchalukov K.A., Labeda D.P., Kelleher N.L., Metcalf W.W.",15524450,"Nature Chemical Biology",10, 11,0,0,0,0,0,0,0,0,1,1,103,104
2014,"Improved stability of TMS derivatives for the robust quantification of plant polar metabolites by gas chromatography-mass spectrometry","Quero A., Jousse C., Lequart-Pillon M., Gontier E., Guillot X., Courtois B., Courtois J., Pau-Roblot C.",15700232,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",970, ,0,0,0,0,0,0,0,0,0,0,5,5
2014,"Thermal degradation of cloudy apple juice phenolic constituents","De Paepe D., Valkenborg D., Coudijzer K., Noten B., Servaes K., De Loose M., Voorspoels S., Diels L., Van Droogenbroeck B.",03088146,"Food Chemistry",162, ,0,0,0,0,0,0,0,0,0,0,14,14
2014,"Study on three different species tibetan medicine sea buckthorn by 1H-NMR-based metabonomics","Su Y.-W., Tan E., Zhang J., You J.-L., Liu Y., Liu C., Zhou X.-D., Zhang Y.",10015302,"Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica",39, 21,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Metabolomic basis of laboratory evolution of butanol tolerance in photosynthetic Synechocystis sp. PCC 6803","Wang Y., Shi M., Niu X., Zhang X., Gao L., Chen L., Wang J., Zhang W.",14752859,"Microbial Cell Factories",13, 1,0,0,0,0,0,0,0,0,0,0,16,16
2014,"<sup>1</sup>H NMR based metabolomic study of the antifatigue effect of Astragali Radix","Li Z.-Y., He P., Sun H.-F., Qin X.-M., Du G.-H.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,13,13
2014,"Impaired in vivo mitochondrial krebs cycle activity after myocardial infarction assessed using hyperpolarized magnetic resonance spectroscopy","Dodd M.S., Atherton H.J., Carr C.A., Stuckey D.J., West J.A., Griffin J.L., Radda G.K., Clarke K., Heather L.C., Tyler D.J.",19419651,"Circulation: Cardiovascular Imaging",7, 6,0,0,0,0,0,0,0,0,1,1,16,17
2014,"Systems level metabolic phenotype of methotrexate administration in the context of non-alcoholic steatohepatitis in the rat","Kyriakides M., Hardwick R.N., Jin Z., Goedken M.J., Holmes E., Cherrington N.J., Coen M.",10966080,"Toxicological Sciences",142, 1,0,0,0,0,0,0,0,0,0,0,4,4
2014,"Peripheral blood mononuclear cell-based metabolomic profiling of a chronic unpredictable mild stress rat model of depression","Li J., Tang G., Cheng K., Yang D., Chen G., Liu Z., Zhang R., Zhou J., Fang L., Fang Z., Du X., Xie P.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,14,14
2014,"Metabonomic analysis of the therapeutic effect of Potentilla discolor in the treatment of type 2 diabetes mellitus","Li Y., Li J.-J., Wen X.-D., Pan R., He Y.-S., Yang J.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,8,8
2014,"Plant biomass degradation by fungi","Makela M.R., Donofrio N., De Vries R.P.",10871845,"Fungal Genetics and Biology",72, ,0,0,0,0,0,0,0,0,0,0,12,12
2014,"Metabolomic insights into the bioconversion of isonitrosoacetophenone in Arabidopsis thaliana and its effects on defense-related pathways","Madala N.E., Steenkamp P.A., Piater L.A., Dubery I.A.",09819428,"Plant Physiology and Biochemistry",84, ,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Novel genetic associations with serum level metabolites identified by phenotype set enrichment analyses","Ried J.S., Shin S.-Y., Krumsiek J., Illig T., Theis F.J., Spector T.D., Adamski J., Wichmann H.-E., Strauch K.Konstantin, Soranzo N., Suhre K.Karsten, Gieger C.",09646906,"Human Molecular Genetics",23, 21,0,0,0,0,0,0,0,0,0,0,8,8
2014,"Cherry tomatoes metabolic profile determined by <sup>1</sup>H-High Resolution-NMR spectroscopy as influenced by growing season","Masetti O., Ciampa A., Nisini L., Valentini M., Sequi P., Dell'Abate M.T.",03088146,"Food Chemistry",162, ,0,0,0,0,0,0,0,0,0,0,5,5
2014,"Integrative analysis of transcriptomic and metabolomic profiling of ascites syndrome in broiler chickens induced by low temperature","Shi S., Shen Y., Zhao Z., Hou Z., Yang Y., Zhou H., Zou J., Guo Y.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,4,4
2014,"Structural mass spectrometry of tissue extracts to distinguish cancerous and non-cancerous breast diseases","Hines K.M., Ballard B.R., Marshall D.R., McLean J.A.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,6,6
2014,"Dynamic changes in metabolic profiles of rats subchronically exposed to mequindox","Jiang L., Zhao X., Huang C., Lei H., Tang H., Wang Y.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,3,3
2014,"Systems Biology and immune aging","O'Connor J.-E., Herrera G., Martinez-Romero A., de Oyanguren F.S., Diaz L., Gomes A., Balaguer S., Callaghan R.C.",01652478,"Immunology Letters",162, 1,0,0,0,0,0,0,0,0,1,1,6,7
2014,"Plasma metabonomic profiling of lumbar disc herniation and its traditional Chinese medicine subtypes in patients by using gas chromatography coupled with mass spectrometry","Shan L., Liao F., Jin H., Ye F., Tong P., Xiao L., Zhou J., Wu C.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Comparison of metabolomic profiles of microbial communities between stable and deteriorated methanogenic processes","Sasaki D., Sasaki K., Tsuge Y., Morita M., Kondo A.",09608524,"Bioresource Technology",172, ,0,0,0,0,0,0,0,0,0,0,3,3
2014,"Transgenic american chestnuts show enhanced blight resistance and transmit the trait to T1 progeny","Newhouse A.E., Polin-McGuigan L.D., Baier K.A., Valletta K.E.R., Rottmann W.H., Tschaplinski T.J., Maynard C.A., Powell W.A.",01689452,"Plant Science",228, ,0,0,0,0,0,0,0,0,2,2,12,14
2014,"A bird's eye view of anisatin induced convulsive seizures in brain by a <sup>1</sup>H NMR based metabolic approach","Wei D.-D., Ge-Dong, Guo P.-P., Wang J.-S., Li M.-H., Yang M.-H., Kong L.-Y.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,3,3
2014,"Toxicological effect of single contaminants and contaminant mixtures associated with plant ingredients in novel salmon feeds","Softeland L., Kirwan J.A., Hori T.S.F., Storseth T.R., Sommer U., Berntssen M.H.G., Viant M.R., Rise M.L., Waagbo R., Torstensen B.E., Booman M., Olsvik P.A.",02786915,"Food and Chemical Toxicology",73, ,0,0,0,0,0,0,0,0,0,0,10,10
2014,"A multi-omics strategy resolves the elusive nature of alkaloids in Podophyllum species","Marques J.V., Dalisay D.S., Yang H., Lee C., Davin L.B., Lewis N.G.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,15,15
2014,"'Ome' on the range: Update on high-altitude acclimatization/adaptation and disease","Luo Y., Wang Y., Lu H., Gao Y.",1742206X,"Molecular BioSystems",10, 11,0,0,0,0,0,0,0,0,0,0,2,2
2014,"An O-methyltransferase modifies accumulation of methylated anthocyanins in seedlings of tomato","Roldan M.V.G., Outchkourov N., Van Houwelingen A., Lammers M., De La Fuente I.R., Ziklo N., Aharoni A., Hall R.D., Beekwilder J.",09607412,"Plant Journal",80, 4,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Omics technologies provide new insights into the molecular physiopathology of equine osteochondrosis","Desjardin C., Riviere J., Vaiman A., Morgenthaler C., Diribarne M., Zivy M., Robert C., Le Moyec L., Wimel L., Lepage O., Jacques C., Cribiu E., Schibler L.",14712164,"BMC Genomics",15, 1,0,0,0,0,0,0,0,0,0,0,1,1
2014,"A mutation in Ampd2 is associated with nephrotic syndrome and hypercholesterolemia in mice","Helmering J., Juan T., Li C.M., Chhoa M., Baron W., Gyuris T., Richards W.G., Turk J.R., Lawrence J., Cosgrove P.A., Busby J., Kim K.W., Kaufman S.A., Cummings C., Carlson G., Veniant M.M., Lloyd D.J.",1476511X,"Lipids in Health and Disease",13, 1,0,0,0,0,0,0,0,0,0,0,2,2
2014,"Effect of breadmaking process on in vitrogut microbiota parameters in irritable bowel syndrome","Costabile A., Santarelli S., Claus S.P., Sanderson J., Hudspith B.N., Brostoff J., Ward J.L., Lovegrove A., Shewry P.R., Jones H.E., Whitley A.M., Gibson G.R.",19326203,"PLoS ONE",9, 10,0,0,0,0,0,0,0,0,0,0,7,7
2014,"Application of 1H-NMR metabolomic profiling for reef-building corals","Sogin E.M., Anderson P., Williams P., Chen C.-S., Gates R.D.",19326203,"PLoS ONE",9, 10,0,0,0,0,0,0,0,0,0,0,10,10
2014,"Opposite metabolic responses of shoots and roots to drought","Gargallo-Garriga A., Sardans J., Perez-Trujillo M., Rivas-Ubach A., Oravec M., Vecerova K., Urban O., Jentsch A., Kreyling J., Beierkuhnlein C., Parella T., Penuelas J.",20452322,"Scientific Reports",4, ,0,0,0,0,0,0,0,0,0,0,29,29
2014,"Neuroprotection or neurotoxicity? New insights into the effects of Acanthopanax senticosus harms on nervous system through cerebral metabolomics analysis","Zhang S.-N., Li X.-Z., Wang Y., Zhang N., Yang Z.-M., Liu S.-M., Lu F.",03788741,"Journal of Ethnopharmacology",156, ,0,0,0,0,0,0,0,0,0,0,10,10
2014,"An efficient high throughput metabotyping platform for screening of biomass willows","Corol D.I., Harflett C., Beale M.H., Ward J.L.",22181989,"Metabolites",4, 4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Metabolomic identification of novel biomarkers of nasopharyngeal carcinoma","Yi L., Dong N., Shi S., Deng B., Yun Y., Yi Z., Zhang Y.",20462069,"RSC Advances",4, 103,0,0,0,0,0,0,0,0,0,0,7,7
2014,"Comparative analysis and modeling of the severity of steatohepatitis in DDC-treated mouse strains","Pandey V., Sultan M., Kashofer K., Ralser M., Amstislavskiy V., Starmann J., Osprian I., Grimm C., Hache H., Yaspo M.-L., Sultmann H., Trauner M., Denk H., Zatloukal K., Lehrach H., Wierling C.",19326203,"PLoS ONE",9, 10,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Randomized controlled trial to evaluate the effect of canola oil on blood vessel function in peripheral arterial disease: Rationale and design of the Canola-PAD Study","Enns J.E., Zahradka P., Guzman R.P., Baldwin A., Foot B., Taylor C.G.",11791519,"Open Access Journal of Clinical Trials",6, ,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Urinary metabolic profiling of rat models revealed protective function of scoparone against alcohol induced hepatotoxicity","Zhang A., Sun H., Wang X.",20452322,"Scientific Reports",4, ,0,0,0,0,0,0,0,0,0,0,19,19
2014,"Integrated plasma and urine metabolomics coupled with HPLC/QTOF-MS and chemometric analysis on potential biomarkers in liver injury and hepatoprotective effects of Er-Zhi-Wan","Yao W., Gu H., Zhu J., Barding G., Cheng H., Bao B., Zhang L., Ding A., Li W.",16182642,"Analytical and Bioanalytical Chemistry",406, 28,0,0,0,0,0,0,0,0,0,0,17,17
2014,"Tissue-specific metabolite profiling of turmeric by using laser microdissection, ultra-high performance liquid chromatography-quadrupole time of fight-mass spectrometry and liquid chromatography-tandem mass spectrometry","Jaiswal Y., Liang Z., Ho A., Chen H., Zhao Z.",17516838,"European Journal of Mass Spectrometry",20, 5,0,0,0,0,0,0,0,0,0,0,5,5
2014,"Haystack, a web-based tool for metabolomics research","Grace S.C., Embry S., Luo H.",14712105,"BMC Bioinformatics",15, 11,0,0,0,0,0,0,0,0,1,1,3,4
2014,"Metabolomics in psoriatic disease: Pilot study reveals metabolite differences in psoriasis and psoriatic arthritis","Armstrong A.W., Wu J., Johnson M.A., Grapov D., Azizi B., Dhillon J., Fiehn O.",20461402,"F1000Research",3, ,0,0,0,0,0,0,0,0,0,0,9,9
2014,"Quality evaluation of extracted ion chromatograms and chromatographic peaks in liquid chromatography/mass spectrometry-based metabolomics data","Zhang W., Zhao P.X.",14712105,"BMC Bioinformatics",15, 11,0,0,0,0,0,0,0,0,2,2,2,4
2014,"Development of a GC/quadrupole-orbitrap mass spectrometer, part II: New approaches for discovery metabolomics","Peterson A.C., Balloon A.J., Westphall M.S., Coon J.J.",00032700,"Analytical Chemistry",86, 20,0,0,0,0,0,0,0,0,0,0,17,17
2014,"Effect of acarbose on content of urinary endogenous metabolites of diabetic rats","Pi Z., Jiang H., Zhang J., Tao L., Song F., Liu Z.",1520572X,"Journal of Liquid Chromatography and Related Technologies",37, 17,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Higher omega-3 index is associated with increased insulin sensitivity and more favourable metabolic profile in middle-aged overweight men","Albert B.B., Derraik J.G.B., Brennan C.M., Biggs J.B., Smith G.C., Garg M.L., Cameron-Smith D., Hofman P.L., Cutfield W.S.",20452322,"Scientific Reports",4, ,0,0,0,0,0,0,0,0,0,0,19,19
2014,"Development of a GC/quadrupole-orbitrap mass spectrometer, Part I: Design and characterization","Peterson A.C., Hauschild J.-P., Quarmby S.T., Krumwiede D., Lange O., Lemke R.A.S., Grosse-Coosmann F., Horning S., Donohue T.J., Westphall M.S., Coon J.J., Griep-Raming J.",00032700,"Analytical Chemistry",86, 20,0,0,0,0,0,0,0,0,0,0,26,26
2014,"Sustained mitogen-activated protein kinase activation reprograms defense metabolism and phosphoprotein profile in Arabidopsis thaliana","Lassowskat I., Bottcher C., Eschen-Lippold L., Scheel D., Lee J.",1664462X,"Frontiers in Plant Science",5, ,0,0,0,0,0,0,0,0,0,0,19,19
2014,"Forazoline A: Marine-Derived Polyketide with Antifungal in Vivo Efficacy","Wyche T.P., Piotrowski J.S., Hou Y., Braun D., Deshpande R., McIlwain S., Ong I.M., Myers C.L., Guzei I.A., Westler W.M., Andes D.R., Bugni T.S.",14337851,"Angewandte Chemie - International Edition",53, 43,0,0,0,0,0,0,0,0,0,0,27,27
2014,"Biogeochemical typing of paddy field by a data-driven approach revealing sub-systems within a complex environment - A pipeline to filtrate, organize and frame massive dataset from multi-omics analyses","Ogawa D.M.O., Moriya S., Tsuboi Y., Date Y., Prieto-Da-Silva A.R.B., Radis-Baptista G., Yamane T., Kikuchi J.",19326203,"PLoS ONE",9, 10,0,0,0,0,0,0,0,0,0,0,8,8
2014,"Volatile metabolite profiling of durum wheat kernels contaminated by Fusarium poae","Laddomada B., Del Coco L., Durante M., Presicce D.S., Siciliano P.A., Fanizzi F.P., Logrieco A.F.",22181989,"Metabolites",4, 4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Cartilage turnover reflected by metabolic processing of type II collagen: A novel marker of anabolic function in chondrocytes","Gudmann N.S., Wang J., Hoielt S., Chen P., Siebuhr A.S., He Y., Christiansen T.G., Karsdal M.A., Bay-Jensen A.C.",16616596,"International Journal of Molecular Sciences",15, 10,0,0,0,0,0,0,0,0,0,0,6,6
2014,"Coupled cell morphology investigation and metabolomics analysis improves rapamycin production in Streptomyces hygroscopicus","Qi H., Zhao S., Fu H., Wen J., Jia X.",1369703X,"Biochemical Engineering Journal",91, ,0,0,0,0,0,0,0,0,0,0,3,3
2014,"Intensity drift removal in LC/MS metabolomics by common variance compensation","Fernandez-Albert F., Llorach R., Garcia-Aloy M., Ziyatdinov A., Andres-Lacueva C., Perera A.",13674811,"Bioinformatics (Oxford, England)",30, 20,0,0,0,0,0,0,0,0,0,0,11,11
